NO SITE,NUMERO CIVIC,ROUTE/PARC,ETAT SITE,ESSENCE,QUANTITE TRONC,DIAMETRE,TYPE DIAMETRE
1864,4872,SAINTE-CATHERINE,ARBRE,ACER PLATANOIDES,1,81,DHP
1270,0,PARC WESTMOUNT,DISPONIBLE,,0,42,DHS
2191,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
986,0,TERRAIN D’ATHLÉTISME (WAG),SOUCHE,,2,,DHP
3575,4935,SHERBROOKE,SOUCHE,,0,75,DHS
2880,220,OLIVIER,ARBRE,ACER X FREEMANIIAB,1,,DHP
5058,102,SUNNYSIDE,ARBRE,MALUS SP.,1,34,DHP
1643,4646,SHERBROOKE,ARBRE,PICEA PUNGENS,1,,DHP
6087,641,BELMONT,ARBRE,ACER PLATANOIDES,1,,DHP
6865,4335,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,70,DHP
972,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
1771,4860,DE MAISONNEUVE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,18,DHP
5756,472,MOUNT-STEPHEN,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,,DHP
3205,156,CÔTE-SAINT-ANTOINE,ARBRE,ACER PLATANOIDES,1,,DHP
901,4148,DORCHESTER,ARBRE,ACER PLATANOIDESCO,1,,DHP
3013,4333,SHERBROOKE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
1961,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDESCK,1,,DHP
519,12,DE CASSON,ARBRE,ACER PLATANOIDES,1,,DHP
669,0,PARC STAYNER,ARBRE,ACER SACCHARINUM,1,,DHP
3352,0,PARC KING GEORGE,SOUCHE,,0,,DHS
5143,257,EDGEHILL,ARBRE,ULMUS AMERICANA,1,46,DHP
4449,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
1432,4656,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
1183,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,ACER X FREEMANIIAB,1,,DHP
6820,0,PARC WESTMOUNT,DISPONIBLE,QUERCUS ROBURFA,1,,DHP
1554,0,PARC WESTMOUNT,ARBRE,ACER TATARICUM,2,,DHP
920,61,COLUMBIA,DISPONIBLE,TILIA TOMENTOSA,1,,DHP
6394,30,JARDIN SURREY,ARBRE,ULMUS AMERICANA,1,67,DHP
5922,429,LANSDOWNE,ARBRE,GINKGO BILOBA,1,,DHP
740,0,TERRAIN D’ATHLÉTISME (WAG),SOUCHE,,0,,DHP
391,369,REDFERN,DESACTIVÉ,,0,,DHP
2300,4492,SHERBROOKE,ARBRE,CELTIS OCCIDENTALIS,1,,DHP
6116,618,MURRAY HILL,ARBRE,ACER SACCHARINUM,1,,DHP
6468,755,UPPER-BELMONT,ARBRE,ACER SACCHARINUM,1,93,DHS
3814,42,CHESTERFIELD,SOUCHE,,0,76,DHS
2404,0,KITCHENER,ARBRE,ACER PLATANOIDES,1,,DHP
3225,4333,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
3045,4386,DE MAISONNEUVE,DESACTIVÉ,MALUS SP.,1,,DHP
3795,532,PRINCE-ALBERT,ARBRE,ACER SACCHARINUM,1,89,DHP
5446,457,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
6270,46,CROISSANT SUMMIT,ARBRE,ACER PLATANOIDES,1,50,DHP
4670,29,WILLOW,ARBRE,SYRINGA RETICULATA,1,15,DHP
3981,4373,MONTROSE,ARBRE,ACER PLATANOIDES,1,,DHP
5625,426,CLARKE,ARBRE,ACER PLATANOIDES,1,79.000000,DHP
2605,362,KITCHENER,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,,DHP
7069,1,CERCLE SUMMIT,ARBRE,ACER PLATANOIDES,0,42,DHP
2067,373,CLAREMONT,ARBRE,SYRINGA RETICULATA,1,13,DHP
3610,42,CROISSANT FORDEN,ARBRE,ACER SACCHARINUM,1,75.000000,DHP
1535,0,PARC WESTMOUNT,ARBRE,MALUS SP.,2,35.000000,DHP
4396,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDESCK,1,,DHP
1014,0,PARC WESTMOUNT,ARBRE,GINKGO BILOBA,1,,DHP
685,0,CARRÉ PRINCE-ALBERT,ARBRE,QUERCUS ROBURFA,1,12,DHS
6734,5001,SHERBROOKE,DISPONIBLE,,0,,DHP
3952,55,ABERDEEN,ARBRE,ACER PLATANOIDES,1,35.000000,DHP
6897,0,JARDIN D'ENFANT SOMERVILLE ,ARBRE,ULMUS AMERICANA,1,110,DHP
140,11,CÔTE-SAINT-ANTOINE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS SHADEMASTER®,1,,DHP
2849,225,KENSINGTON,ARBRE,QUERCUS PALUSTRIS,1,,DHP
6047,625,LANSDOWNE,DISPONIBLE,,0,,DHP
3453,0,PARC KING GEORGE,ARBRE,QUERCUS RUBRA,1,,DHP
3307,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
4121,4299,MONTROSE,ARBRE,ACER PLATANOIDES,1,,DHP
2125,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
4740,451,VICTORIA,ARBRE,ACER RUBRUM,1,52,DHP
6655,112,ARLINGTON,ARBRE,CARPINUS CAROLINIANA,1,,DHP
656,0,PARC STAYNER,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS SHADEMASTER®,1,,DHP
2312,317, METCALFE,ARBRE,ACER PLATANOIDES,1,66,DHP
1267,0,PARC WESTMOUNT,DISPONIBLE,,0,45,DHS
6651,4330,WESTMOUNT,DESACTIVÉ,,0,,DHP
5394,0,CERCLE BELVEDERE,ARBRE,PRUNUS VIRGINIANASC,1,14,DHP
4981,4873,WESTMOUNT,ARBRE,ACER PLATANOIDES,1,31,DHP
6888,4860,DE MAISONNEUVE,ARBRE,ULMUS AMERICANA,1,10,DHP
5275,3637,THE BOULEVARD,ARBRE,ACER SACCHARINUM,1,43,DHP
971,0,TERRAIN D’ATHLÉTISME (WAG),DISPONIBLE,,0,,DHP
2225,0,PARC WESTMOUNT,ARBRE,PINUS NIGRA VAR. 'AUSTRIACA',1,,DHP
2289,0,SHERBROOKE,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
3387,0,PARC KING GEORGE,ARBRE,QUERCUS ROBURFA,1,41,DHP
5948,486,LANSDOWNE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
846,0,PROSPECT,ARBRE,CARYA CORDIFORMIS,1,60,DHP
5426,757,LEXINGTON,ARBRE,ACER PLATANOIDESCO,1,10,DHP
6246,72,SUNNYSIDE,ARBRE,TILIA CORDATA,1,34,DHP
5956,520,LANSDOWNE,ARBRE,ACER X FREEMANIIAB,1,,DHP
310,639,GROSVENOR,ARBRE,ULMUS PROPINQUA 'JFS-BIEBERICH' EMERALD SUNSHINE®,1,9,DHP
3665,4688,WESTMOUNT,ARBRE,QUERCUS RUBRA,1,,DHP
2634,363,CLARKE,ARBRE,ACER SACCHARUM,1,,DHP
2199,0,PARC WESTMOUNT,,,0,25,DHS
1252,0,PARC WESTMOUNT,ARBRE,SORBUS AMERICANA,1,,DHP
1530,0,PARC WESTMOUNT,ARBRE,MALUS SP.,2,,DHP
2828,4300,DE MAISONNEUVE,ARBRE,FRAXINUS AMERICANA,1,50,DHP
7060,0,CERCLE BELVEDERE,ARBRE,PINUS STROBUS,1,8,DHP
586,381,OLIVIER,ARBRE,OSTRYA VIRGINIANA,1,4,DHP
842,0,PROSPECT,ARBRE,ACER PLATANOIDES,1,,DHP
1567,0,PARC WESTMOUNT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5872,53,ARLINGTON,ARBRE,SYRINGA RETICULATA,1,,DHP
613,355,OLIVIER,SOUCHE,,1,,DHP
4086,3225,CEDAR,ARBRE,PICEA PUNGENS,1,,DHP
1495,322,VICTORIA,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,40,DHP
3541,0,PARC KING GEORGE,ARBRE,TAXUS SP.,1,,DHP
6758,4848,SAINTE-CATHERINE,ARBRE,,1,,DHP
5117,106,SUNNYSIDE,ARBRE,ACER PLATANOIDES,1,66,DHP
4496,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,2,111.000000,DHP
2166,0,PARC WESTMOUNT,ARBRE,SYRINGA RETICULATA,1,,DHP
5458,466,MOUNT-PLEASANT,SOUCHE,,0,,DHS
2645,336,OLIVIER,ARBRE,TILIA AMERICANA,1,,DHP
4632,4884,WESTMOUNT,ARBRE,ACER PLATANOIDES,1,39,DHP
6067,650,BELMONT,ARBRE,FRAXINUS AMERICANA,1,74,DHP
3510,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
5554,486,MOUNT-PLEASANT,ARBRE,TILIA CORDATA,1,,DHP
1608,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
1726,0,SAINTE-CATHERINE,ARBRE,CARYA CORDIFORMIS,1,,DHP
2190,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
6006,516,ROSLYN,DISPONIBLE,JUGLANS NIGRA,0,,DHP
3203,450,KENSINGTON,ARBRE,OSTRYA VIRGINIANA,1,,DHP
6057,659,LANSDOWNE,ARBRE,ULMUS PUMILA,1,,DHP
378,70,SOMERVILLE,ARBRE,CARPINUS CAROLINIANA,1,3,DHP
131,626,SYDENHAM,ARBRE,ACER PLATANOIDES,1,,DHP
4332,89,HOLTON,SOUCHE,,0,68,DHP
3212,11,CÔTE-SAINT-ANTOINE,ARBRE,ACER PLATANOIDES,1,,DHP
5972,511,ROSLYN,ARBRE,MALUS SP.,1,36,DHP
542,242,REDFERN,ARBRE,ACER X FREEMANIIAB,1,,DHP
4212,29,BARAT,DESACTIVÉ,,1,,DHP
6333,6,JARDIN SURREY,ARBRE,MALUS SP.,1,15,DHP
2370,319,REDFERN,ARBRE,TILIA AMERICANA,1,,DHP
2266,0,PARC WESTMOUNT,ARBRE,QUERCUS PALUSTRIS,1,,DHP
4828,662,VICTORIA,ARBRE,PICEA PUNGENS,1,36,DHP
1741,295,VICTORIA,ARBRE,SYRINGA RETICULATA,1,,DHP
203,0,SAINTE-CATHERINE,SOUCHE,,0,,DHP
628,4344,WESTMOUNT,ARBRE,ULMUS GLABRA 'CAMPERDOWNII',1,133,DHP
737,644,BELMONT,ARBRE,CRATAEGUS X MORDENENSIS 'TOBA',1,4,DHP
6236,17,BELLEVUE,ARBRE,ULMUS PUMILA,1,60,DHS
5592,498,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
484,0,TERRAIN D’ATHLÉTISME (WAG),DESACTIVÉ,POPULUS DELTOIDES,1,,DHP
4374,54,DE LAVIGNE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
6361,0,JARDIN SURREY,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,34,DHP
394,453,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
935,0,JARDIN D'ENFANTBRUCE,ARBRE,ACER PLATANOIDES,1,,DHP
6485,809,UPPER-BELMONT,ARBRE,PICEA PUNGENS,1,37,DHP
3723,501,CLAREMONT,DESACTIVÉ,,0,,DHP
6706,0,JARDIN QUEEN ELIZABETH,ARBRE,GYMNOCLADUS DIOICUS,1,,DHP
6039,657,LANSDOWNE,ARBRE,SYRINGA RETICULATA,1,,DHP
70,628,MURRAY HILL,ARBRE,ACER SACCHARUM,1,,DHP
3278,426, METCALFE,ARBRE,ACER PLATANOIDES,1,,DHP
149,64,ABERDEEN,ARBRE,ACER SACCHARINUM,1,97,DHP
1896,4148,SAINTE-CATHERINE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
6727,0,TUPPER,ARBRE,ACER PLATANOIDES,1,,DHP
583,0,PARC KING GEORGE,DESACTIVÉ,,0,,DHP
6930,10,OAKLAND,ARBRE,SYRINGA RETICULATA,1,10,DHP
4400,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,90,DHP
1091,0,PROSPECT,ARBRE,,1,,DHP
1731,4834,SAINTE-CATHERINE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4288,18,HOLTON,ARBRE,ACER SACCHARUM,1,,DHP
7041,0,THE BOULEVARD,ARBRE,JUGLANS CINEREA,2,21-17,DHP MULTIPLE
3499,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
837,0,PROSPECT,ARBRE,ULMUS AMERICANA,1,,DHP
1680,353,ROSLYN,ARBRE,BETULA NIGRA,1,,DHP
2046,4898,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,23,DHP
6492,0,PARC PRINCE ALBERT,ARBRE,ACER X FREEMANIIAR,1,,DHP
3262,4465,SHERBROOKE,DISPONIBLE,ACER SP.,0,,DHP
517,531,GROSVENOR,ARBRE,ACER SACCHARUM,1,68,DHP
412,4574,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
4247,31,DE CASSON,ARBRE,ACER PLATANOIDES,1,,DHP
5167,756,UPPER-LANSDOWNE,,,1,35,DHS
602,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,OSTRYA VIRGINIANA,1,,DHP
5865,119,ARLINGTON,ARBRE,JUGLANS NIGRAPERUS CHINENSIS,8,,DHP
5148,718,UPPER-LANSDOWNE,ARBRE,ACER SACCHARINUM,1,47,DHP
4434,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
121,27,RENFREW,ARBRE,ACER X FREEMANII,1,,DHP
6829,1250,GREENE,ARBRE,SYRINGA RETICULATAIS,1,,DHP
6613,437,MOUNT-PLEASANT,ARBRE,GINKGO BILOBA,1,,DHP
397,744,UPPER-LANSDOWNE,DESACTIVÉ,,0,,DHP
309,85,WINDSOR,DESACTIVÉ,,0,,DHP
5438,0,PARC DEVON,ARBRE,TILIA CORDATA,1,30,DHP
3505,0,PARC KING GEORGE,ARBRE,PINUS STROBUS,1,,DHP
7017,804,LEXINGTON,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,4,DHP
7065,2,CERCLE SUMMIT,ARBRE,ACER PLATANOIDES,1,32,DHP
5775,440,MOUNT-STEPHEN,ARBRE,ACER X FREEMANIIAB,1,,DHP
4651,586,CLAREMONT,ARBRE,ULMUS AMERICANA,1,53,DHP
4604,560,LANSDOWNE,ARBRE,FRAXINUS AMERICANA,1,,DHP
1060,21,PROSPECT,ARBRE,ACER RUBRUMNO,1,,DHP
6413,0,JARDIN SURREY,ARBRE,ACER PLATANOIDES,1,34,DHP
6391,30,JARDIN SURREY,ARBRE,CORYLUS COLURNA,1,7.000000,DHP
5007,4699,WESTMOUNT,ARBRE,ACER RUBRUM,1,30,DHP
6738,4846,SHERBROOKE,DISPONIBLE,,0,,DHP
3767,0,PARC PRINCE ALBERT,ARBRE,ELAEAGNUS ANGUSTIFOLIA,2,,DHP MULTIPLE
3989,49,ABERDEEN,DISPONIBLE,,0,,DHP
4928,651,ROSLYN,ARBRE,GINKGO BILOBA,1,5.000000,DHP
155,359,GROSVENOR,ARBRE,ACER SACCHARINUM,1,55,DHP
6091,659,BELMONT,ARBRE,ACER PLATANOIDES,1,,DHP
4257,425,WOOD,ARBRE,MAGNOLIA SP.,2,,DHP
2013,0,PARC WESTMOUNT,ARBRE,QUERCUS RUBRA,1,,DHP
5462,61,CROISSANT ROSEMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
5257,626,CLARKE,ARBRE,MALUS SP.,1,16,DHP
485,0,TERRAIN D’ATHLÉTISME (WAG),DESACTIVÉ,POPULUS DELTOIDES,1,,DHP
4969,4760,THE BOULEVARD,ARBRE,ACER SACCHARINUM,1,56,DHP
264,419,LANSDOWNE,ARBRE,CELTIS OCCIDENTALIS,1,,DHP
1346,0,PARC WESTMOUNT,ARBRE,QUERCUS ALBA,3,,DHP
3356,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,2,,DHP
5632,0,CÔTE-SAINT-ANTOINE,ARBRE,QUERCUS RUBRA,1,,DHP
5735,185,CÔTE-SAINT-ANTOINE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
166,644,LANSDOWNE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,6,DHP
4187,0,JARDIN QUEEN ELIZABETH,ARBRE,GINKGO BILOBA,1,,DHP
3242,4333,SHERBROOKE,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
4897,661,GROSVENOR,ARBRE,ACER SACCHARINUM,1,63,DHP
6425,0,JARDIN SURREY,ARBRE,ULMUS PUMILA,1,28,DHP
645,0,PARC STAYNER,ARBRE,CELTIS OCCIDENTALIS,1,,DHP
6907,19,PLACE PARKMAN,ARBRE,ACER PLATANOIDES,1,9,DHP
749,531,GROSVENOR,ARBRE,ACER SACCHARINUM,1,120,DHP
6707,0,LEXINGTON,,,1,16,DHS
5129,1,BELFRAGE,ARBRE,MALUS SP.,1,8,DHP
399,375,KITCHENER,ARBRE,QUERCUS PALUSTRIS,1,,DHP
6635,372,OLIVIER,ARBRE,GINKGO BILOBA,1,,DHP
6443,764,UPPER-BELMONT,ARBRE,ACER SACCHARINUM,1,62,DHP
5114,715,GROSVENOR,ARBRE,BETULA POPULIFOLIA,1,34,DHP
780,0,PARC SELBY,DESACTIVÉ,,0,,DHP
5261,604,CLARKE,ARBRE,ACER PLATANOIDES,1,41,DHP
3359,0,PARC KING GEORGE,ARBRE,ACER NEGUNDO,1,,DHP
2976,4616,SAINTE-CATHERINE,ARBRE,ACER PLATANOIDESCO,1,,DHP
5636,429,ARGYLE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,36,DHP
3891,4353,WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
5538,491,MOUNTAIN,ARBRE,ACER PLATANOIDES,2,,DHP
3887,0,CHESTERFIELD,ARBRE,ACER PLATANOIDES,4,"30, 30, 24, 22",DHP
6639,0,,DESACTIVÉ,,0,,DHP
4507,0,PARC KING GEORGE,ARBRE,ACER SACCHARINUM,1,,DHP
2678,370,WOOD,ARBRE,SYRINGA RETICULATA,1,,DHP
1186,0,PARC WESTMOUNT,ARBRE,MALUS SP.,1,,DHP
2773,4515,SAINTE-CATHERINE,ARBRE,ACER PLATANOIDES,1,,DHP
3544,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
6979,46,JARDIN SURREY,ARBRE,ACER SACCHARUM,1,12,DHP
3823,43,CHESTERFIELD,ARBRE,ACER PLATANOIDES,1,48,DHP
5418,740,LEXINGTON,ARBRE,ACER SACCHARINUM,1,69,DHP
3399,0,PARC KING GEORGE,ARBRE,ACER SACCHARINUM,1,,DHP
6289,720,UPPER-ROSLYN,ARBRE,CARPINUS CAROLINIANA,1,3,DHP
1590,0,PARC WESTMOUNT,ARBRE,ACER X FREEMANIIAB,1,,DHP
4227,19,BARAT,ARBRE,ACER SACCHARINUM,1,,DHP
3195,4427,SHERBROOKE,DISPONIBLE,GLEDITSIA TRIACANTHOS VAR. INERMIS 'HARVE' NORTHERN ACCLAIM®,1,,DHP
4932,687,ROSLYN,ARBRE,ACER PLATANOIDES,1,72,DHP
2078,321,CLAREMONT,ARBRE,TILIA CORDATA,1,25,DHP
4825,644,VICTORIA,ARBRE,ACER PLATANOIDES,1,47,DHP
1137,54,COLUMBIA,ARBRE,SYRINGA RETICULATA,1,,DHP
1870,0,DORCHESTER,ARBRE,ACER PLATANOIDES,1,,DHP
5212,749,UPPER-LANSDOWNE,ARBRE,ACER PLATANOIDES,1,53,DHP
5858,320,CÔTE-SAINT-ANTOINE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
4939,652,LANSDOWNE,ARBRE,PHELLODENDRON AMURENSE,1,6.000000,DHP
4786,4769,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,28,DHP
903,4200,DORCHESTER,ARBRE,ACER PLATANOIDES,1,,DHP
3108,0,GREENE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4525,459,CÔTE-SAINT-ANTOINE,ARBRE,PICEA GLAUCA,1,,DHP
3221,4333,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
1931,0,PARC WESTMOUNT,ARBRE,QUERCUS RUBRA,2,,DHP
3190,4080, METCALFE,ARBRE,ACER PLATANOIDES,1,71.000000,DHP
5787,414,MOUNT-STEPHEN,ARBRE,SYRINGA RETICULATA,1,,DHP
5486,4310,MONTROSE,ARBRE,ACER PLATANOIDES,1,,DHP
4391,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
6205,619,MURRAY HILL,ARBRE,ACER SACCHARINUM,1,,DHP
2951,145,ABBOTT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5500,21,PARC GROVE,ARBRE,FRAXINUS AMERICANA,1,,DHP
7033,12,BELLEVUE,ARBRE,,1,8,DHP
5797,4557,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
1862,4875,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,29,DHP
6889,42,YORK,ARBRE,ACER PLATANOIDES,0,28,DHP
2362,346,REDFERN,ARBRE,ACER PLATANOIDES,1,,DHP
2063,8,WINCHESTER,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
1390,316,LANSDOWNE,ARBRE,ACER PLATANOIDES,1,,DHP
530,30,YORK,DESACTIVÉ,,0,,DHP
6584,3497,HOLTON,ARBRE,QUERCUS ROBUR,1,,DHP
6164,16,GRENVILLE,ARBRE,QUERCUS RUBRA,1,,DHP
5750,9,MURRAY,ARBRE,ACER PLATANOIDES,1,,DHP
4200,0,JARDIN QUEEN ELIZABETH,ARBRE,ACER PLATANOIDESCK,1,,DHP
6640,0,CÔTE-SAINT-ANTOINE,ARBRE,ALNUS GLUTINOSA,1,6.000000,DHP
4855,597,VICTORIA,ARBRE,ACER PLATANOIDES,1,33,DHP
5473,4255,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
4674,23,WILLOW,ARBRE,PICEA PUNGENS,1,32,DHP
6418,0,JARDIN SURREY,ARBRE,ULMUS PUMILA,1,19,DHP
2084,42,BURTON,ARBRE,SYRINGA RETICULATA,1,,DHP
3972,0,THE BOULEVARD,ARBRE,TILIA CORDATA,1,,DHP
6784,2,CHEMIN BELVEDERE,ARBRE,ACER PLATANOIDES,1,12,DHP
1955,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
3374,0,PARC KING GEORGE,ARBRE,ACER SACCHARUM,1,,DHP
6730,54,SAINT-SULPICE,ARBRE,BETULA PAPYRIFERA,2,20.000000,DHP
1234,0,PARC WESTMOUNT,ARBRE,PICEA GLAUCA,1,,DHP
4807,712,UPPER-ROSLYN,ARBRE,ACER PLATANOIDES,1,81,DHP
1193,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
5196,805,UPPER-LANSDOWNE,ARBRE,SYRINGA RETICULATA,1,17,DHP
6876,719,UPPER-ROSLYN,ARBRE,SYRINGA RETICULATA,0,12,DHP
5232,0,PARC DEVON,ARBRE,ACER PLATANOIDES,1,71,DHP
1897,4150,SAINTE-CATHERINE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
6495,585,LANSDOWNE,ARBRE,CERCIDIPHYLUM JAPONICUM,1,,DHP
5211,753,UPPER-LANSDOWNE,ARBRE,ACER PLATANOIDES,1,38,DHP
6053,597,LANSDOWNE,ARBRE,ACER PLATANOIDES,1,,DHP
5774,440,MOUNT-STEPHEN,ARBRE,ACER SACCHARINUM,1,,DHP
5109,707,GROSVENOR,ARBRE,ACER PLATANOIDESCK,1,14,DHP
6347,0,JARDIN SURREY,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,35,DHP
2156,0,PARC WESTMOUNT,ARBRE,THUJA OCCIDENTALIS,2,,DHP
560,1200,ATWATER,ARBRE,ULMUS PUMILA,4,,DHP
4071,525,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
2344,312,KENSINGTON,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
6948,3711,THE BOULEVARD,ARBRE,PICEA PUNGENS,1,9,DHP
4785,4769,SHERBROOKE,ARBRE,ACER SACCHARINUM,1,74,DHP
2192,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
459,574,GROSVENOR,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,6,DHP
5540,16,SEVERN,ARBRE,QUERCUS ROBUR,1,,DHP
6478,805,UPPER-BELMONT,DISPONIBLE,ACER SP.,1,,DHP
2481,340,WOOD,ARBRE,ACER PLATANOIDES,1,,DHP
3366,0,PARC KING GEORGE,ARBRE,ACER SACCHARINUM,1,,DHP
163,364,REDFERN,ARBRE,ACER X FREEMANIIAB,1,9,DHP
1572,0,PARC WESTMOUNT,ARBRE,FRAXINUS AMERICANAAB,1,,DHP
6260,60,CROISSANT SUMMIT,ARBRE,ELAEAGNUS ANGUSTIFOLIA,1,36,DHS
1777,102,YORK,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,17,DHP
7019,0,LEXINGTON,ARBRE,ACER PLATANOIDES,1,30,DHP
6754,4842,SAINTE-CATHERINE,ARBRE,,1,,DHP
3533,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
2639,399,CLARKE,ARBRE,ACER RUBRUM,1,,DHP
3855,10,WINDSOR,ARBRE,ACER SACCHARUM,1,50,DHP
3011,0,PARC KING GEORGE,ARBRE,PINUS STROBUS,1,,DHP
4248,31,DE CASSON,DISPONIBLE,CERCIS CANADENSIS,1,,DHP
915,0,COLUMBIA,ARBRE,TILIA CORDATA,1,,DHP
2472,395,ELM,ARBRE,ACER PLATANOIDES,1,,DHP
2863,221,CLARKE,ARBRE,ACER PLATANOIDES,1,,DHP
2802,234, METCALFE,ARBRE,ACER PLATANOIDES,1,61.000000,DHP
563,540,CÔTE-SAINT-ANTOINE,ARBRE,TILIA TOMENTOSA,1,9,DHP
5371,78,CROISSANT SUMMIT,ARBRE,PICEA ABIES,1,40,DHP
443,200,LANSDOWNE,ARBRE,ULMUS PUMILA,1,,DHP
990,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,TILIA AMERICANA,1,,DHP
5273,3617,THE BOULEVARD,ARBRE,ACER PLATANOIDES,1,21,DHP
7056,48,PLACE BELVEDERE,ARBRE,PICEA PUNGENS,0,40,DHP
6331,100,CROISSANT SUMMIT,ARBRE,ACER PLATANOIDES,1,20,DHP
3497,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,75.000000,DHP
6536,618,MURRAY HILL,ARBRE,PHELLODENDRON AMURENSE,1,,DHP
5779,611,LANSDOWNE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5235,0,PARC DEVON,ARBRE,ACER PLATANOIDES,1,40,DHP
197,30,YORK,ARBRE,ACER RUBRUM,1,44,DHP
3872,0,CÔTE-SAINT-ANTOINE,DISPONIBLE,,0,,DHP
248,250, METCALFE,SOUCHE,BETULA PAPYRIFERA,1,40,DHP
